name,artist,,,tags,,year,,,,,,,,,
Night Crawler,Judas Priest,,,"metal, hard_rock, heavy_metal",,1977,,,,,,,,,
Hard Rock Hallelujah,Lordi,,,"metal, hard_rock, heavy_metal",,2014,,,,,,,,,
The Mirror's Truth,In Flames,,,"metal, death_metal, metalcore, melodic_death_metal, swedish",,2008,,,,,,,,,
Blackwater Park,Opeth,,,"metal, death_metal, progressive_metal, melodic_death_metal, swedish",,2001,,,,,,,,,
Never Say Die,Black Sabbath,,,"metal, classic_rock, hard_rock, heavy_metal, 70s",,2016,,,,,,,,,
Lucretia,Megadeth,,,"metal, heavy_metal, thrash_metal",,1990,,,,,,,,,
Faceless,Godsmack,,,"rock, metal, hard_rock, heavy_metal, nu_metal",,2003,,,,,,,,,
Demon Speeding,Rob Zombie,,,"metal, hard_rock, heavy_metal, industrial",,2003,,,,,,,,,
Looks That Kill,Mötley Crüe,,,"rock, metal, classic_rock, hard_rock, 80s, heavy_metal",,2009,,,,,,,,,
Mudshovel,Staind,,,"rock, alternative, metal, alternative_rock, hard_rock, 90s, american, nu_metal",,2012,,,,,,,,,
"Silent Night, Bodom Night",Children of Bodom,,,"metal, death_metal, melodic_death_metal, power_metal",,2006,,,,,,,,,
Antichrist Superstar,Marilyn Manson,,,"rock, metal, hard_rock, heavy_metal, industrial, 90s, gothic_metal, gothic",,1996,,,,,,,,,
Astronomy,Metallica,,,"metal, hard_rock, heavy_metal, thrash_metal, 90s, cover",,1998,,,,,,,,,
In My Eyes,Rage Against the Machine,,,"rock, alternative, metal, alternative_rock, punk, hard_rock, punk_rock, 00s, cover",,2000,,,,,,,,,
Deep Silent Complete,Nightwish,,,"metal, power_metal, gothic_metal, gothic, symphonic_metal",,2000,,,,,,,,,
Re-Align,Godsmack,,,"rock, metal, hard_rock, heavy_metal, nu_metal",,2003,,,,,,,,,
Your Decision,Alice in Chains,,,"metal, alternative_rock, hard_rock, heavy_metal, 00s, grunge",,2009,,,,,,,,,
Last of the Wilds,Nightwish,,,"metal, instrumental, power_metal, gothic_metal, symphonic_metal",,2007,,,,,,,,,
Turbo Lover,Judas Priest,,,"metal, classic_rock, hard_rock, 80s, heavy_metal",,1997,,,,,,,,,
Path,Apocalyptica,,,"metal, instrumental, symphonic_metal",,2000,,,,,,,,,
Fixation On The Darkness,Killswitch Engage,,,"metal, hardcore, metalcore, melodic_death_metal",,2002,,,,,,,,,
Bodom After Midnight,Children of Bodom,,,"metal, death_metal, melodic_death_metal, power_metal",,2000,,,,,,,,,
Bomber,Motörhead,,,"metal, classic_rock, hard_rock, heavy_metal",,1999,,,,,,,,,
Poison Girl,Him,,,"metal, gothic_metal, gothic",,2014,,,,,,,,,
Metal Gods,Judas Priest,,,"metal, hard_rock, 80s, heavy_metal",,1980,,,,,,,,,
Carpe Diem Baby,Metallica,,,"metal, hard_rock, heavy_metal, thrash_metal",,1997,,,,,,,,,
No Class,Motörhead,,,"metal, classic_rock, hard_rock, heavy_metal",,1984,,,,,,,,,
My Sweet Shadow,In Flames,,,"metal, death_metal, heavy_metal, melodic_death_metal",,2004,,,,,,,,,
Mandatory Suicide,Slayer,,,"metal, heavy_metal, thrash_metal",,1991,,,,,,,,,
Bound,Disturbed,,,"metal, hard_rock, heavy_metal, nu_metal",,2009,,,,,,,,,
Gangland,Iron Maiden,,,"metal, 80s, heavy_metal",,1982,,,,,,,,,
A Lot Like Vegas,Bring Me the Horizon,,,"metal, death_metal, hardcore, metalcore, screamo",,2006,,,,,,,,,
Bad Seed,Metallica,,,"metal, hard_rock, heavy_metal, thrash_metal",,1997,,,,,,,,,
Cure,Metallica,,,"metal, hard_rock, heavy_metal, thrash_metal",,1996,,,,,,,,,
Blow Me Away,Breaking Benjamin,,,"rock, metal, alternative_rock, hard_rock, soundtrack",,2004,,,,,,,,,
Orchid,Black Sabbath,,,"metal, classic_rock, hard_rock, instrumental, heavy_metal, acoustic, 70s, beautiful",,1971,,,,,,,,,
Shattered,Pantera,,,"metal, heavy_metal, thrash_metal, power_metal",,2013,,,,,,,,,
Take the Time,Dream Theater,,,"metal, progressive_rock, progressive_metal",,1992,,,,,,,,,
To Rid the Disease,Opeth,,,"metal, progressive_rock, death_metal, progressive_metal, melodic_death_metal, beautiful, mellow",,2003,,,,,,,,,
Great Big White World,Marilyn Manson,,,"rock, metal, hard_rock, industrial, 90s",,1998,,,,,,,,,
Shoot You In The Back,Motörhead,,,"metal, classic_rock, hard_rock, heavy_metal",,1980,,,,,,,,,
The End Of Everything,Trivium,,,"metal, instrumental, heavy_metal, hardcore, thrash_metal, metalcore, melodic_death_metal",,2005,,,,,,,,,
Are You Ready,AC/DC,,,"rock, metal, classic_rock, hard_rock, heavy_metal",,1990,,,,,,,,,
Poor Twisted Me,Metallica,,,"metal, hard_rock, heavy_metal, thrash_metal, 90s, american",,2009,,,,,,,,,
A Touch of Evil,Judas Priest,,,"metal, hard_rock, heavy_metal",,1990,,,,,,,,,
Guys Like You Make Us Look Bad,blessthefall,,,"metal, hardcore, metalcore, emo, post_hardcore, screamo",,2007,,,,,,,,,
The Wolf Is Loose,Mastodon,,,"metal, heavy_metal, hardcore, thrash_metal, metalcore, progressive_metal",,2006,,,,,,,,,
Death Blooms,Mudvayne,,,"metal, hard_rock, heavy_metal, progressive_metal, nu_metal",,2000,,,,,,,,,
X.Y.U.,The Smashing Pumpkins,,,"rock, alternative, metal, alternative_rock, indie_rock, hard_rock, 90s, psychedelic, american, post_punk, grunge",,1995,,,,,,,,,
The Leper Affinity,Opeth,,,"metal, death_metal, progressive_metal, melodic_death_metal",,2003,,,,,,,,,
Blitzkrieg,Metallica,,,"metal, hard_rock, heavy_metal, thrash_metal, cover",,1998,,,,,,,,,
The Siren,Nightwish,,,"metal, power_metal, gothic_metal, gothic, symphonic_metal",,2014,,,,,,,,,
Irresponsible Hate Anthem,Marilyn Manson,,,"rock, metal, hard_rock, industrial, 90s, gothic_metal, gothic",,1996,,,,,,,,,
Killers,Iron Maiden,,,"metal, 80s, heavy_metal",,1981,,,,,,,,,
Pleasure And Pain,Bullet for My Valentine,,,"metal, heavy_metal, metalcore",,2010,,,,,,,,,
Ties That Bind,Alter Bridge,,,"rock, metal, alternative_rock, hard_rock",,2012,,,,,,,,,
Heaven Can Wait,Iron Maiden,,,"metal, heavy_metal",,1986,,,,,,,,,
Needles and Pins,Deftones,,,"rock, metal, hard_rock, hardcore, progressive_metal, nu_metal",,2003,,,,,,,,,
A Small Victory,Faith No More,,,"rock, alternative, metal, alternative_rock, experimental, hard_rock, 90s",,2011,,,,,,,,,
We Will Rise,Arch Enemy,,,"metal, death_metal, thrash_metal, melodic_death_metal",,2003,,,,,,,,,
Dirty Window,Metallica,,,"metal, hard_rock, heavy_metal, thrash_metal",,2003,,,,,,,,,
Holy Smoke,Iron Maiden,,,"metal, hard_rock, heavy_metal",,1990,,,,,,,,,
Transylvania,Iron Maiden,,,"metal, instrumental, heavy_metal",,1980,,,,,,,,,
Drowned And Torn Asunder,Trivium,,,"metal, heavy_metal, thrash_metal, metalcore, american, melodic_death_metal",,2005,,,,,,,,,
Sweat,Tool,,,"metal, progressive_rock, heavy_metal, 90s, progressive_metal, grunge",,1992,,,,,,,,,
Comfortable Liar,Chevelle,,,"rock, alternative, metal, alternative_rock, hard_rock, nu_metal",,2002,,,,,,,,,
I Never Wanted,As I Lay Dying,,,"metal, hardcore, metalcore, melodic_death_metal",,2007,,,,,,,,,
Vacuum,In Flames,,,"metal, death_metal, melodic_death_metal",,2006,,,,,,,,,
FullMoon,Sonata Arctica,,,"metal, power_metal, symphonic_metal",,2007,,,,,,,,,
The Last In Line,Dio,,,"metal, hard_rock, 80s, heavy_metal",,1992,,,,,,,,,
Tomorrow's Dream,Black Sabbath,,,"metal, classic_rock, hard_rock, heavy_metal",,1972,,,,,,,,,
Loverman,Metallica,,,"metal, hard_rock, heavy_metal, thrash_metal, cover",,2009,,,,,,,,,
Second Heartbeat,Avenged Sevenfold,,,"metal, hard_rock, hardcore, metalcore",,2003,,,,,,,,,
Bitter Taste,Three Days Grace,,,"rock, alternative, metal, alternative_rock, hard_rock",,2009,,,,,,,,,
Bittersweet Memories,Bullet for My Valentine,,,"metal, hard_rock, heavy_metal, metalcore",,2010,,,,,,,,,
Institutionalized,Suicidal Tendencies,,,"metal, punk, 80s, hardcore, punk_rock, thrash_metal",,1990,,,,,,,,,
Faget,Korn,,,"metal, hard_rock, death_metal, heavy_metal, 90s, nu_metal",,1994,,,,,,,,,
Angry Again,Megadeth,,,"metal, heavy_metal, thrash_metal",,1993,,,,,,,,,
Join Me,Him,,,"rock, metal, love, gothic_metal, gothic",,2012,,,,,,,,,
Die With Your Boots On,Iron Maiden,,,"metal, 80s, heavy_metal",,1983,,,,,,,,,
Dream of Mirrors,Iron Maiden,,,"metal, heavy_metal",,2000,,,,,,,,,
My Name Is Mud,Primus,,,"rock, alternative, metal, alternative_rock, experimental, hard_rock, progressive_rock, 90s, psychedelic, funk",,2006,,,,,,,,,
Putting Holes In Happiness,Marilyn Manson,,,"rock, metal, industrial, gothic",,2007,,,,,,,,,
Sun Doesn't Rise,Mushroomhead,,,"metal, hard_rock, heavy_metal, industrial, metalcore, nu_metal",,2003,,,,,,,,,
Eye of the Storm,Bullet for My Valentine,,,"metal, heavy_metal, hardcore, thrash_metal, metalcore, screamo",,2008,,,,,,,,,
Five Magics,Megadeth,,,"metal, heavy_metal, thrash_metal",,2010,,,,,,,,,
Different World,Iron Maiden,,,"metal, heavy_metal",,2011,,,,,,,,,
Do Or Die,Papa Roach,,,"rock, alternative, metal, hard_rock, nu_metal",,2004,,,,,,,,,
Helpless,Metallica,,,"metal, hard_rock, heavy_metal, thrash_metal, cover",,2009,,,,,,,,,
Hell Patrol,Judas Priest,,,"metal, heavy_metal",,2002,,,,,,,,,
Our Lady of Sorrows,My Chemical Romance,,,"rock, alternative, metal, punk, hardcore, punk_rock, emo, post_hardcore, screamo",,2002,,,,,,,,,
Broken Promises,Element Eighty,,,"rock, alternative, metal, hard_rock, soundtrack, nu_metal",,2003,,,,,,,,,
Not Alone,All That Remains,,,"metal, death_metal, hardcore, metalcore, melodic_death_metal",,2007,,,,,,,,,
Stare At The Sun,Thrice,,,"rock, metal, punk, hard_rock, hardcore, punk_rock, emo, post_hardcore, love, screamo",,2003,,,,,,,,,
Coil,Opeth,,,"metal, progressive_rock, death_metal, acoustic, progressive_metal, beautiful",,2008,,,,,,,,,
Ending Credits,Opeth,,,"metal, instrumental, progressive_rock, death_metal, progressive_metal",,2003,,,,,,,,,
Woke Up This Morning,Nickelback,,,"rock, metal, alternative_rock, hard_rock",,2001,,,,,,,,,
Among the Living,Anthrax,,,"metal, 80s, heavy_metal, thrash_metal",,2005,,,,,,,,,
Ronnie,Metallica,,,"metal, hard_rock, heavy_metal, thrash_metal",,1996,,,,,,,,,
Mechanical Animals,Marilyn Manson,,,"rock, metal, industrial",,1998,,,,,,,,,
Sidewinder,Avenged Sevenfold,,,"metal, hard_rock, heavy_metal, hardcore, metalcore, american, power_metal",,2005,,,,,,,,,
Within Destruction,As I Lay Dying,,,"metal, hardcore, thrash_metal, metalcore, melodic_death_metal",,2009,,,,,,,,,
Patterns in the Ivy,Opeth,,,"metal, instrumental, progressive_rock, death_metal, acoustic, progressive_metal, piano, beautiful, mellow",,2001,,,,,,,,,
Counterfeit,Limp Bizkit,,,"metal, hard_rock, 90s, nu_metal",,1997,,,,,,,,,
Good God,Korn,,,"rock, metal, heavy_metal, 90s, nu_metal",,1996,,,,,,,,,
Ball Tongue,Korn,,,"metal, 90s, nu_metal",,1994,,,,,,,,,
2 X 4,Metallica,,,"metal, hard_rock, heavy_metal, thrash_metal, 90s",,1996,,,,,,,,,
Nobody,Skindred,,,"rock, metal, punk, hardcore, reggae, nu_metal",,2016,,,,,,,,,
Bodom Beach Terror,Children of Bodom,,,"metal, death_metal, melodic_death_metal, power_metal",,2003,,,,,,,,,
Loco,Coal Chamber,,,"metal, hard_rock, hardcore, nu_metal",,2012,,,,,,,,,
Prince Charming,Metallica,,,"metal, hard_rock, heavy_metal, thrash_metal",,1997,,,,,,,,,
Tuesday's Gone,Metallica,,,"rock, metal, classic_rock, hard_rock, heavy_metal, blues, thrash_metal, acoustic, country, cover",,1998,,,,,,,,,
Dunkelheit,Burzum,,,"metal, black_metal, dark_ambient",,2005,,,,,,,,,
Liebe ist für alle da,Rammstein,,,"metal, heavy_metal, industrial, german",,2009,,,,,,,,,
Invisible Kid,Metallica,,,"metal, hard_rock, heavy_metal, thrash_metal",,2003,,,,,,,,,
Das alte Leid,Rammstein,,,"metal, industrial, german",,1995,,,,,,,,,
Sucker Train Blues,Velvet Revolver,,,"rock, metal, hard_rock",,2004,,,,,,,,,
Reclaim My Place,Korn,,,"metal, nu_metal",,1994,,,,,,,,,
Over the Mountain,Ozzy Osbourne,,,"metal, classic_rock, hard_rock, 80s, heavy_metal",,1981,,,,,,,,,
Spiral Architect,Black Sabbath,,,"metal, classic_rock, hard_rock, progressive_rock, heavy_metal, 70s, doom_metal",,1973,,,,,,,,,
Remenissions,Avenged Sevenfold,,,"metal, hard_rock, heavy_metal, hardcore, metalcore",,2003,,,,,,,,,
Enter Sandman,Apocalyptica,,,"metal, instrumental, classical, cover, symphonic_metal",,1996,,,,,,,,,
Romanticide,Nightwish,,,"metal, power_metal, gothic_metal, symphonic_metal",,2004,,,,,,,,,
Digging the Grave,Faith No More,,,"rock, alternative, metal, alternative_rock, hard_rock, heavy_metal, 90s",,2011,,,,,,,,,
The Sacrament,Him,,,"metal, gothic_metal, gothic",,2014,,,,,,,,,
M.I.A.,Avenged Sevenfold,,,"metal, hard_rock, heavy_metal, hardcore, metalcore",,2005,,,,,,,,,
Hate Crew Deathroll,Children of Bodom,,,"metal, death_metal, heavy_metal, melodic_death_metal, power_metal",,2003,,,,,,,,,
Remember Tomorrow,Iron Maiden,,,"metal, hard_rock, heavy_metal",,1980,,,,,,,,,
Liar,Korn,,,"metal, nu_metal",,2005,,,,,,,,,
We Rock,Dio,,,"metal, classic_rock, hard_rock, 80s, heavy_metal",,2000,,,,,,,,,
Attitude,Metallica,,,"metal, hard_rock, heavy_metal, thrash_metal",,2009,,,,,,,,,
Deliver Us,In Flames,,,"metal, melodic_death_metal, swedish",,2011,,,,,,,,,
I Get It,Chevelle,,,"rock, metal, alternative_rock, hard_rock, nu_metal",,2007,,,,,,,,,
Thorn Within,Metallica,,,"metal, hard_rock, heavy_metal, thrash_metal, 90s",,1996,,,,,,,,,
Hollow Life,Korn,,,"metal, 00s, nu_metal",,2002,,,,,,,,,
Enemy,Sevendust,,,"rock, metal, hard_rock, heavy_metal, metalcore, nu_metal",,2005,,,,,,,,,
Children of the Sea,Black Sabbath,,,"metal, classic_rock, hard_rock, 80s, heavy_metal",,1980,,,,,,,,,
Set Me Free,Velvet Revolver,,,"rock, metal, hard_rock",,2004,,,,,,,,,
Moonchild,Iron Maiden,,,"metal, heavy_metal",,1988,,,,,,,,,
No One Gets Left Behind,Five Finger Death Punch,,,"metal, heavy_metal, thrash_metal, metalcore, nu_metal",,2009,,,,,,,,,
Descending,Lamb of God,,,"metal, death_metal, hardcore, thrash_metal, metalcore",,2010,,,,,,,,,
Get Your Gunn,Marilyn Manson,,,"metal, hard_rock, heavy_metal, industrial, 90s, gothic",,2004,,,,,,,,,
Shut Your Mouth,Pain,,,"metal, industrial, swedish",,2002,,,,,,,,,
My Twin,Katatonia,,,"metal, progressive_rock, progressive_metal, doom_metal, gothic_metal",,2014,,,,,,,,,
Sleeping Giant,Mastodon,,,"metal, heavy_metal, metalcore, progressive_metal",,2006,,,,,,,,,
Iowa,Slipknot,,,"metal, experimental, heavy_metal, nu_metal",,2001,,,,,,,,,
Master Passion Greed,Nightwish,,,"metal, heavy_metal, power_metal, gothic_metal, symphonic_metal",,2007,,,,,,,,,
Through Struggle,As I Lay Dying,,,"metal, hardcore, metalcore, melodic_death_metal",,2005,,,,,,,,,
Surrounded,Dream Theater,,,"metal, progressive_rock, progressive_metal",,1992,,,,,,,,,
Weakness,Opeth,,,"metal, progressive_rock, death_metal, progressive_metal, swedish, mellow",,2003,,,,,,,,,
Where The Wild Things Are,Metallica,,,"metal, hard_rock, heavy_metal, thrash_metal, 90s, american",,1997,,,,,,,,,
Buried Alive By Love,Him,,,"metal, gothic_metal, gothic",,2014,,,,,,,,,
Dawn Patrol,Megadeth,,,"metal, heavy_metal, thrash_metal, 90s",,1990,,,,,,,,,
Tallulah,Sonata Arctica,,,"metal, piano, power_metal, symphonic_metal",,2001,,,,,,,,,
Dirge for November,Opeth,,,"metal, death_metal, progressive_metal, doom_metal, beautiful, swedish",,2001,,,,,,,,,
Colony of Birchmen,Mastodon,,,"metal, heavy_metal, metalcore, progressive_metal",,2007,,,,,,,,,
Royal,Deftones,,,"metal, progressive_rock, nu_metal",,2008,,,,,,,,,
Everyone,Adema,,,"rock, metal, hard_rock, nu_metal",,2001,,,,,,,,,
Rocket Skates,Deftones,,,"metal, nu_metal",,2010,,,,,,,,,
Fragile Dreams,Anathema,,,"metal, progressive_rock, progressive_metal, doom_metal",,2008,,,,,,,,,
A National Acrobat,Black Sabbath,,,"metal, classic_rock, hard_rock, heavy_metal, 70s, doom_metal",,1973,,,,,,,,,
Make Me Believe,Godsmack,,,"rock, metal, hard_rock, heavy_metal, nu_metal",,2003,,,,,,,,,
Bulletproof,Five Finger Death Punch,,,"metal, metalcore",,2009,,,,,,,,,
Wiener Blut,Rammstein,,,"metal, heavy_metal, industrial, german",,2009,,,,,,,,,
Breadfan,Metallica,,,"metal, hard_rock, 80s, heavy_metal, thrash_metal, cover",,2009,,,,,,,,,
I'm Not Jesus,Apocalyptica,,,"metal, instrumental, heavy_metal, symphonic_metal",,2007,,,,,,,,,
Deliver Us From Evil,Bullet for My Valentine,,,"metal, heavy_metal, metalcore, emo",,2008,,,,,,,,,
It's Electric,Metallica,,,"metal, hard_rock, heavy_metal, thrash_metal, cover",,1998,,,,,,,,,
Megalodon,Mastodon,,,"metal, heavy_metal, thrash_metal, metalcore, progressive_metal",,2004,,,,,,,,,
Burden,Opeth,,,"metal, progressive_rock, death_metal, progressive_metal, beautiful, swedish, mellow",,2008,,,,,,,,,
Paschendale,Iron Maiden,,,"metal, heavy_metal",,2011,,,,,,,,,
I Disappear,Metallica,,,"metal, hard_rock, heavy_metal, soundtrack, thrash_metal, american, 00s",,2008,,,,,,,,,
Monkey Business,Skid Row,,,"metal, hard_rock, 80s, heavy_metal",,2008,,,,,,,,,
Somewhere Around Nothing,Apocalyptica,,,"metal, instrumental, heavy_metal, symphonic_metal",,2003,,,,,,,,,
Speak,Godsmack,,,"metal, hard_rock, heavy_metal, nu_metal",,2007,,,,,,,,,
Disassociative,Marilyn Manson,,,"rock, metal, heavy_metal, industrial",,1998,,,,,,,,,
Live to Win,Motörhead,,,"metal, classic_rock, hard_rock, 80s, heavy_metal",,1980,,,,,,,,,
Unsung,Helmet,,,"metal, alternative_rock, hard_rock, hardcore, 90s, post_hardcore, grunge",,1992,,,,,,,,,
Love and War,Drowning Pool,,,"rock, metal, hard_rock, nu_metal",,2004,,,,,,,,,
Flat on the Floor,Nickelback,,,"rock, metal, alternative_rock, hard_rock, grunge",,2003,,,,,,,,,
Shoot Me Again,Metallica,,,"metal, hard_rock, heavy_metal, thrash_metal, nu_metal",,2003,,,,,,,,,
Love Hungry Man,AC/DC,,,"metal, classic_rock, hard_rock, heavy_metal, 70s, blues_rock",,1979,,,,,,,,,
Comfort Betrays,As I Lay Dying,,,"metal, hardcore, thrash_metal, metalcore, melodic_death_metal",,2007,,,,,,,,,
Nightfall,Blind Guardian,,,"metal, heavy_metal, power_metal, symphonic_metal",,1998,,,,,,,,,
It's Dangerous Business Walking Out Your Front Door,Underoath,,,"metal, hardcore, metalcore, emo, post_hardcore, screamo",,2016,,,,,,,,,
Inis Mona,Eluveitie,,,"metal, melodic_death_metal",,2014,,,,,,,,,
For the Heart I Once Had,Nightwish,,,"metal, power_metal, gothic_metal, symphonic_metal",,2007,,,,,,,,,
Year Zero,30 Seconds to Mars,,,"rock, alternative, metal, alternative_rock, hard_rock, progressive_rock, emo",,2007,,,,,,,,,
Land of Sunshine,Faith No More,,,"rock, alternative, metal, alternative_rock, experimental, hard_rock, progressive_rock, heavy_metal, 90s, progressive_metal",,2000,,,,,,,,,
Slave New World,Sepultura,,,"metal, death_metal, heavy_metal, thrash_metal",,1997,,,,,,,,,
Lake Bodom,Children of Bodom,,,"metal, death_metal, melodic_death_metal, power_metal",,1998,,,,,,,,,
Future World,Helloween,,,"metal, heavy_metal, german, power_metal",,2010,,,,,,,,,
Silent Scream,Slayer,,,"metal, heavy_metal, thrash_metal",,1988,,,,,,,,,
This I Love,Guns N' Roses,,,"rock, metal, classic_rock, hard_rock, piano, beautiful",,2008,,,,,,,,,
Black And White,Static-X,,,"metal, industrial, metalcore, nu_metal",,2001,,,,,,,,,
Feed My Frankenstein,Alice Cooper,,,"metal, classic_rock, hard_rock, heavy_metal",,2007,,,,,,,,,
Beauty and the Beast,Nightwish,,,"metal, power_metal, gothic_metal, gothic, symphonic_metal",,1997,,,,,,,,,
Eagle Fly Free,Helloween,,,"metal, heavy_metal, power_metal",,2016,,,,,,,,,
Fluff,Black Sabbath,,,"metal, classic_rock, hard_rock, instrumental, heavy_metal, acoustic, 70s, doom_metal, beautiful",,1973,,,,,,,,,
Numbered Days,Killswitch Engage,,,"metal, hardcore, metalcore, melodic_death_metal",,2002,,,,,,,,,
Expendable Youth,Slayer,,,"metal, heavy_metal, thrash_metal",,1990,,,,,,,,,
Kingdom for a Heart,Sonata Arctica,,,"metal, power_metal, symphonic_metal",,2006,,,,,,,,,
Face of Melinda,Opeth,,,"metal, progressive_rock, death_metal, progressive_metal, melodic_death_metal, beautiful",,1999,,,,,,,,,
Naked Burn,Mastodon,,,"metal, heavy_metal, metalcore, progressive_metal",,2004,,,,,,,,,
Jailbait,Motörhead,,,"metal, hard_rock, heavy_metal",,1980,,,,,,,,,
Medicine Man,Pantera,,,"metal, heavy_metal, thrash_metal, 90s, power_metal",,1990,,,,,,,,,
Metaphor,In Flames,,,"metal, death_metal, melodic_death_metal, swedish",,2002,,,,,,,,,
Live Wire,Mötley Crüe,,,"metal, classic_rock, hard_rock, 80s, heavy_metal",,1981,,,,,,,,,
Betrayed,Avenged Sevenfold,,,"metal, hard_rock, heavy_metal, hardcore, thrash_metal, metalcore, screamo",,2005,,,,,,,,,
From Here to Eternity,Iron Maiden,,,"metal, hard_rock, heavy_metal",,1992,,,,,,,,,
Dying Breed,Five Finger Death Punch,,,"metal, hardcore, metalcore",,2009,,,,,,,,,
Ordinary Story,In Flames,,,"metal, death_metal, melodic_death_metal",,1999,,,,,,,,,
Disconnected,In Flames,,,"metal, death_metal, heavy_metal, melodic_death_metal",,2008,,,,,,,,,
Denied,Sonic Syndicate,,,"metal, heavy_metal, metalcore, melodic_death_metal",,2008,,,,,,,,,
Mirror Mirror,Blind Guardian,,,"metal, heavy_metal, power_metal, symphonic_metal",,1998,,,,,,,,,
Shackler's Revenge,Guns N' Roses,,,"rock, metal, hard_rock",,2008,,,,,,,,,
Medicate,Breaking Benjamin,,,"rock, metal, alternative_rock, hard_rock",,2011,,,,,,,,,
Throw Me Away,Korn,,,"rock, metal, nu_metal",,2005,,,,,,,,,
Ocean Soul,Nightwish,,,"metal, power_metal, gothic_metal, gothic, symphonic_metal",,2011,,,,,,,,,
